sample_code,Treg_cluster
TCGA-2A-A8VL,1
TCGA-EE-A2MS,0
TCGA-VP-A879,1
TCGA-B0-4838,0
TCGA-62-A46Y,0
TCGA-DQ-5631,1
TCGA-ZC-AAAA,0
TCGA-MU-A5YI,0
TCGA-BQ-5882,0
TCGA-66-2758,0
TCGA-EI-6513,0
TCGA-DK-A1AA,1
TCGA-DJ-A4UQ,0
TCGA-FX-A2QS,1
TCGA-CH-5765,1
TCGA-A2-A0CZ,0
TCGA-B3-3926,1
TCGA-AF-2687,0
TCGA-E1-A7Z3,1
TCGA-VS-A8QA,0
TCGA-DD-AAD3,0
TCGA-85-8353,0
TCGA-AN-A0XS,0
TCGA-G9-6377,0
TCGA-BH-A0BV,0
TCGA-W3-A825,0
TCGA-GN-A265,0
TCGA-A2-A04Q,0
TCGA-WA-A7GZ,1
TCGA-CU-A0YR,0
TCGA-WE-AAA4,0
TCGA-HT-7476,1
TCGA-AZ-6599,1
TCGA-BR-8381,0
TCGA-K1-A3PN,1
TCGA-ED-A97K,0
TCGA-2G-AAGV,1
TCGA-DA-A1IA,1
TCGA-HZ-A9TJ,1
TCGA-CH-5788,1
TCGA-TQ-A7RG,1
TCGA-AB-2889,0
TCGA-57-1582,1
TCGA-FL-A1YQ,0
TCGA-94-7557,1
TCGA-WT-AB41,0
TCGA-CN-5374,0
TCGA-G4-6299,0
TCGA-98-7454,0
TCGA-DM-A1D8,1
TCGA-EJ-7317,1
TCGA-E2-A109,0
TCGA-G9-6336,1
TCGA-V1-A8MG,0
TCGA-AC-A5XS,0
TCGA-AB-2988,1
TCGA-FD-A6TF,1
TCGA-GI-A2C9,0
TCGA-FG-8181,1
TCGA-13-1410,0
TCGA-B6-A1KF,1
TCGA-BT-A20W,0
TCGA-BH-A1FL,1
TCGA-IQ-A6SG,1
TCGA-EJ-5497,0
TCGA-E9-A1NI,1
TCGA-33-A5GW,1
TCGA-EM-A1YA,1
TCGA-DU-A7T6,1
TCGA-YU-A90S,0
TCGA-BC-A69H,0
TCGA-SU-A7E7,0
TCGA-DB-A4XC,1
TCGA-XE-AAOD,0
TCGA-A8-A07R,1
TCGA-62-A46R,0
TCGA-CJ-4903,0
TCGA-EP-A2KA,0
TCGA-AN-A03Y,0
TCGA-E2-A1L7,0
TCGA-B5-A3FA,1
TCGA-EL-A3CL,1
TCGA-A2-A0CV,0
TCGA-BH-A0C1,0
TCGA-63-A5MV,0
TCGA-DX-AB2E,0
TCGA-GU-A767,1
TCGA-DD-AAE2,0
TCGA-FG-A4MW,1
TCGA-BR-6456,0
TCGA-IA-A40Y,1
TCGA-B1-A657,0
TCGA-BH-A1FH,0
TCGA-F9-A8NY,0
TCGA-DK-A6B2,0
TCGA-GN-A268,1
TCGA-BH-A0AW,0
TCGA-W2-A7HD,1
TCGA-OR-A5L5,1
TCGA-2G-AAH2,0
TCGA-ER-A3PL,1
TCGA-BP-5189,0
TCGA-HT-7467,1
TCGA-CN-4731,1
TCGA-D7-A6EV,0
TCGA-HC-7818,1
TCGA-L5-A8NT,0
TCGA-LH-A9QB,1
TCGA-QR-A6H0,1
TCGA-04-1648,1
TCGA-CJ-4881,0
TCGA-3X-AAVA,0
TCGA-QR-A70C,1
TCGA-IG-A3YA,0
TCGA-JL-A3YW,0
TCGA-KR-A7K8,0
TCGA-B2-A4SR,0
TCGA-AN-A0XN,0
TCGA-A1-A0SK,1
TCGA-AR-A1AY,1
TCGA-AO-A125,1
TCGA-XF-A9T5,0
TCGA-ZB-A966,0
TCGA-GC-A3WC,0
TCGA-B8-A54G,0
TCGA-13-0884,0
TCGA-06-0219,1
TCGA-PE-A5DC,1
TCGA-AD-5900,0
TCGA-DH-5142,1
TCGA-05-4244,0
TCGA-BH-A0AU,0
TCGA-AK-3450,0
TCGA-AX-A05Y,1
TCGA-14-0787,1
TCGA-E3-A3E0,0
TCGA-OR-A5L9,1
TCGA-BQ-5890,1
TCGA-CJ-4635,0
TCGA-L5-A8NW,0
TCGA-IA-A83T,0
TCGA-22-4604,0
TCGA-GC-A3RB,1
TCGA-DX-AB2L,1
TCGA-CC-A7IE,0
TCGA-24-1553,0
TCGA-12-0618,1
TCGA-DD-AACJ,1
TCGA-FR-A3YN,0
TCGA-L9-A8F4,0
TCGA-G7-6795,0
TCGA-H5-A2HR,1
TCGA-B0-4811,0
TCGA-BA-4075,1
TCGA-QT-A5XM,1
TCGA-E9-A1NA,0
TCGA-GM-A2DB,0
TCGA-VN-A88N,1
TCGA-RD-A8N0,0
TCGA-TQ-A7RH,1
TCGA-B8-5550,0
TCGA-N8-A4PL,1
TCGA-D3-A51T,0
TCGA-4R-AA8I,1
TCGA-VF-A8A8,1
TCGA-E9-A244,0
TCGA-CG-4442,0
TCGA-S7-A7X0,1
TCGA-2G-AAHT,0
TCGA-A2-A0YH,0
TCGA-55-7726,0
TCGA-2E-A9G8,0
TCGA-A2-A3XV,1
TCGA-ER-A19B,1
TCGA-A6-5666,1
TCGA-08-0386,1
TCGA-BP-5194,0
TCGA-CN-4735,0
TCGA-KK-A8IC,0
TCGA-G9-6356,0
TCGA-49-4512,0
TCGA-OR-A5JO,0
TCGA-FU-A5XV,0
TCGA-FX-A48G,0
TCGA-DB-A75M,1
TCGA-DM-A1D7,0
TCGA-AN-A04A,1
TCGA-HT-8012,1
TCGA-56-8623,0
TCGA-DX-A1L2,1
TCGA-EX-A8YF,0
TCGA-AB-2843,0
TCGA-TS-A7OU,0
TCGA-AB-2904,0
TCGA-B8-A54K,1
TCGA-FW-A3R5,0
TCGA-E2-A14O,1
TCGA-A2-A0T7,0
TCGA-FS-A1ZJ,0
TCGA-A7-A0D9,1
TCGA-S9-A7QW,1
TCGA-BF-AAOX,1
TCGA-P5-A733,1
TCGA-66-2770,0
TCGA-FR-A7U9,0
TCGA-BP-4998,0
TCGA-2Z-A9JO,1
TCGA-24-1567,1
TCGA-HZ-7289,1
TCGA-B8-4154,0
TCGA-AO-A0JJ,0
TCGA-HP-A5MZ,0
TCGA-AA-A02Y,0
TCGA-CJ-4890,0
TCGA-DX-A240,1
TCGA-MX-A666,0
TCGA-CJ-5677,1
TCGA-3A-A9J0,0
TCGA-34-5241,0
TCGA-E1-A7Z4,1
TCGA-E9-A1RE,1
TCGA-75-6203,0
TCGA-HC-7738,1
TCGA-51-4080,0
TCGA-36-1577,1
TCGA-DW-7834,0
TCGA-43-6647,0
TCGA-CD-5800,0
TCGA-SW-A7EA,0
TCGA-D3-A1Q3,0
TCGA-ZJ-A8QR,0
TCGA-V7-A7HQ,1
TCGA-BJ-A2N8,1
TCGA-C5-A7UI,0
TCGA-AN-A046,0
TCGA-09-0367,1
TCGA-FG-8185,1
TCGA-BK-A4ZD,1
TCGA-N5-A4R8,1
TCGA-VR-A8ER,0
TCGA-FX-A8OO,1
TCGA-23-1028,0
TCGA-KS-A41F,1
TCGA-XF-AAME,0
TCGA-KO-8411,1
TCGA-OR-A5JX,1
TCGA-73-A9RS,0
TCGA-CJ-4893,0
TCGA-XM-A8RE,0
TCGA-A3-3329,0
TCGA-HW-8320,1
TCGA-HZ-A77P,0
TCGA-MP-A4TD,0
TCGA-DD-AAD5,1
TCGA-EL-A3H5,0
TCGA-CC-A5UC,1
TCGA-FD-A6TE,0
TCGA-2A-A8VV,1
TCGA-AB-2847,0
TCGA-R6-A8W5,0
TCGA-DE-A0XZ,0
TCGA-UZ-A9PP,1
TCGA-KK-A7AY,1
TCGA-W3-AA1Q,0
TCGA-L7-A56G,0
TCGA-Y8-A898,0
TCGA-EM-A1CT,1
TCGA-DF-A2KY,0
TCGA-D9-A1JW,0
TCGA-GR-A4D9,0
TCGA-RW-A67W,1
TCGA-NJ-A4YG,0
TCGA-X7-A8D7,0
TCGA-GN-A4U7,1
TCGA-AO-A0JF,0
TCGA-A2-A0T0,0
TCGA-BH-A0EA,1
TCGA-BT-A20O,0
TCGA-E2-A10A,1
TCGA-CS-6667,1
TCGA-EE-A3J8,1
TCGA-75-5147,0
TCGA-AB-2859,0
TCGA-KV-A6GE,0
TCGA-IB-7654,0
TCGA-EJ-5503,0
TCGA-BA-A6DI,0
TCGA-56-7731,0
TCGA-A4-A57E,1
TCGA-61-1740,0
TCGA-63-A5MN,0
TCGA-DB-5279,1
TCGA-D8-A147,0
TCGA-44-7671,1
TCGA-E9-A54Y,1
TCGA-D3-A5GL,1
TCGA-MI-A75C,0
TCGA-46-3768,1
TCGA-AK-3458,0
TCGA-NA-A4QV,1
TCGA-V5-A7RB,0
TCGA-CV-6939,1
TCGA-06-0190,1
TCGA-E2-A1LE,0
TCGA-38-4631,0
TCGA-D3-A2JD,0
TCGA-A3-3358,0
TCGA-CM-6676,1
TCGA-L5-A8NS,0
TCGA-CJ-4882,0
TCGA-IR-A3LB,0
TCGA-F1-6177,0
TCGA-KN-8422,1
TCGA-DJ-A3V7,1
TCGA-HU-A4GN,1
TCGA-IB-AAUQ,0
TCGA-WE-A8JZ,1
TCGA-61-1737,1
TCGA-AB-2838,0
TCGA-C8-A26Y,0
TCGA-MZ-A7D7,1
TCGA-D7-8570,0
TCGA-CV-7099,0
TCGA-B0-4833,0
TCGA-NC-A5HF,1
TCGA-06-5415,1
TCGA-CZ-4865,1
TCGA-AN-A0FJ,0
TCGA-A3-3367,0
TCGA-NJ-A55O,0
TCGA-CS-6670,1
TCGA-AA-3660,1
TCGA-A7-A26F,0
TCGA-HC-7745,1
TCGA-DD-A3A1,1
TCGA-DO-A2HM,0
TCGA-CV-6935,0
TCGA-BH-A1EV,1
TCGA-IM-A3EB,0
TCGA-KN-8434,1
TCGA-D7-6519,0
TCGA-DD-A73E,1
TCGA-EK-A2PI,1
TCGA-VQ-A8PE,0
TCGA-BR-A452,0
TCGA-RM-A68T,1
TCGA-75-6211,0
TCGA-CH-5772,1
TCGA-DU-5854,1
TCGA-B6-A0IK,0
TCGA-F7-A50I,0
TCGA-CV-7253,1
TCGA-3B-A9I1,1
TCGA-BF-A5EO,0
TCGA-DJ-A3V8,1
TCGA-55-8616,0
TCGA-HZ-A49H,0
TCGA-L5-A8NH,0
TCGA-91-6828,0
TCGA-BP-4973,0
TCGA-DI-A2QY,1
TCGA-A3-3326,0
TCGA-EK-A2IR,1
TCGA-EJ-A46E,1
TCGA-AK-3445,0
TCGA-UB-A7MB,1
TCGA-52-7810,1
TCGA-CV-7432,1
TCGA-05-5420,0
TCGA-EE-A29V,1
TCGA-CC-5262,0
TCGA-CJ-4636,0
TCGA-IR-A3LF,0
TCGA-90-6837,0
TCGA-DK-A3IM,1
TCGA-Y8-A897,0
TCGA-BR-8382,0
TCGA-FR-A8YE,0
TCGA-E9-A1R7,1
TCGA-V5-AASW,0
TCGA-WR-A838,1
TCGA-ZS-A9CD,1
TCGA-DH-A7UR,1
TCGA-S7-A7WP,1
TCGA-WB-A81W,1
TCGA-FY-A3NP,1
TCGA-S9-A6WL,1
TCGA-CV-7236,0
TCGA-CW-5583,0
TCGA-XF-AAMJ,1
TCGA-3Q-A9WF,0
TCGA-SX-A7SR,0
TCGA-EJ-7331,0
TCGA-E2-A15D,0
TCGA-FS-A1ZR,0
TCGA-E9-A1RB,1
TCGA-BP-5185,0
TCGA-60-2711,0
TCGA-AO-A12D,0
TCGA-AO-A1KR,0
TCGA-IG-A3QL,1
TCGA-UB-A7MA,1
TCGA-B0-5691,0
TCGA-EM-A4G1,1
TCGA-CJ-4897,0
TCGA-B2-5636,0
TCGA-AZ-4323,0
TCGA-QR-A702,1
TCGA-HM-A4S6,0
TCGA-55-1594,0
TCGA-CF-A9FL,1
TCGA-ET-A39N,1
TCGA-85-8071,0
TCGA-NH-A8F7,1
TCGA-DW-7842,1
TCGA-D3-A3MR,0
TCGA-BH-A18H,0
TCGA-BH-A0HF,0
TCGA-DX-A23R,1
TCGA-BP-5198,0
TCGA-C8-A12M,0
TCGA-FP-8209,0
TCGA-56-7823,0
TCGA-CV-7101,1
TCGA-BP-4962,0
TCGA-V1-A8ML,1
TCGA-VS-A8QF,0
TCGA-21-1076,0
TCGA-4P-AA8J,0
TCGA-DJ-A3V2,0
TCGA-EF-5830,1
TCGA-BA-4076,1
TCGA-BP-4342,0
TCGA-4K-AA1H,0
TCGA-C8-A26V,1
TCGA-06-0882,1
TCGA-G3-A3CK,0
TCGA-AB-2826,0
TCGA-E1-5318,1
TCGA-56-1622,1
TCGA-H4-A2HO,0
TCGA-FS-A4F0,1
TCGA-DE-A69J,1
TCGA-CZ-5464,0
TCGA-W5-AA31,1
TCGA-CH-5745,0
TCGA-IG-A3YB,0
TCGA-33-4566,0
TCGA-AA-3655,0
TCGA-W2-A7HC,1
TCGA-67-3773,0
TCGA-EL-A3GX,0
TCGA-2A-A8VX,1
TCGA-XF-A9SP,0
TCGA-WB-A81S,1
TCGA-LK-A4O6,0
TCGA-L5-A4OG,0
TCGA-EL-A3ZT,1
TCGA-24-1604,1
TCGA-FY-A76V,1
TCGA-B6-A1KN,0
TCGA-WC-A880,1
TCGA-IQ-A61H,1
TCGA-BJ-A0Z9,1
TCGA-E2-A15S,1
TCGA-VQ-A94O,0
TCGA-DD-A1EC,1
TCGA-E9-A1RI,0
TCGA-RD-A8MW,0
TCGA-GM-A2DI,0
TCGA-DU-6393,1
TCGA-61-2094,0
TCGA-VS-AA62,0
TCGA-64-5774,0
TCGA-BA-A6DJ,0
TCGA-CJ-4886,0
TCGA-A8-A09T,1
TCGA-A3-3346,0
TCGA-B6-A0RV,0
TCGA-41-3915,1
TCGA-GL-A9DC,1
TCGA-QR-A706,1
TCGA-D8-A27T,0
TCGA-34-5232,0
TCGA-75-7031,0
TCGA-ER-A2NE,1
TCGA-50-5941,0
TCGA-C8-A278,0
TCGA-G3-A25Z,1
TCGA-BC-A10U,1
TCGA-EM-A2CQ,1
TCGA-BC-A217,0
TCGA-CH-5746,1
TCGA-CZ-5452,1
TCGA-NF-A5CP,1
TCGA-A8-A09C,1
TCGA-BH-A18L,1
TCGA-60-2723,0
TCGA-QT-A5XN,1
TCGA-44-2662,0
TCGA-D3-A3MV,1
TCGA-DQ-7590,0
TCGA-XV-AB01,0
TCGA-21-1072,1
TCGA-E9-A22A,0
TCGA-HC-7750,1
TCGA-DD-A3A9,0
TCGA-AC-A3YJ,1
TCGA-EM-A3AK,0
TCGA-CM-4743,0
TCGA-13-1409,1
TCGA-IW-A3M4,1
TCGA-10-0928,1
TCGA-Z5-AAPL,0
TCGA-AB-2811,0
TCGA-DS-A5RQ,0
TCGA-MF-A522,1
TCGA-D3-A8GC,1
TCGA-CZ-5460,0
TCGA-B0-4816,0
TCGA-BI-A20A,0
TCGA-EO-A3KX,1
TCGA-BH-A1FD,1
TCGA-VP-A87K,1
TCGA-HC-A6HY,1
TCGA-NC-A5HN,1
TCGA-VQ-AA6B,0
TCGA-CN-A63W,0
TCGA-D8-A1XM,0
TCGA-DD-A119,1
TCGA-G3-A25V,0
TCGA-60-2720,0
TCGA-BH-A1EU,0
TCGA-AA-3662,1
TCGA-FK-A3SG,1
TCGA-A3-3387,1
TCGA-FS-A4F5,1
TCGA-VQ-A8PB,0
TCGA-SX-A71V,1
TCGA-DU-6397,1
TCGA-55-6986,0
TCGA-DJ-A3US,0
TCGA-DX-A8BX,1
TCGA-DU-5853,1
TCGA-DJ-A1QH,1
TCGA-DB-A75P,1
TCGA-V1-A9OH,1
TCGA-13-1405,0
TCGA-AB-2925,1
TCGA-AL-3468,1
TCGA-EL-A3TA,0
TCGA-LA-A7SW,1
TCGA-24-1464,0
TCGA-BP-4970,0
TCGA-DD-AACI,0
TCGA-L5-A43E,0
TCGA-97-A4M2,0
TCGA-CR-7398,0
TCGA-CH-5771,0
TCGA-D3-A8GL,1
TCGA-43-6771,0
TCGA-XU-AAXW,0
TCGA-55-7995,0
TCGA-BB-7870,0
TCGA-A8-A09G,0
TCGA-24-1104,0
TCGA-G4-6315,1
TCGA-HC-7749,1
TCGA-CV-7435,0
TCGA-DX-A2J1,0
TCGA-SX-A71R,1
TCGA-V1-A9OX,0
TCGA-FJ-A3Z7,1
TCGA-LK-A4NW,0
TCGA-EW-A6SA,1
TCGA-AC-A8OQ,0
TCGA-HD-8634,0
TCGA-TM-A84J,1
TCGA-4A-A93Y,0
TCGA-AF-6136,1
TCGA-B0-4703,0
TCGA-UB-A7ME,0
TCGA-CM-4747,1
TCGA-56-5897,0
TCGA-CZ-4856,0
TCGA-A1-A0SO,1
TCGA-S7-A7WW,1
TCGA-R6-A8WG,0
TCGA-BR-4191,0
TCGA-EA-A3HU,0
TCGA-D9-A149,0
TCGA-FG-5962,1
TCGA-VD-AA8P,1
TCGA-95-7043,1
TCGA-DY-A1DD,1
TCGA-OL-A66H,0
TCGA-BP-4165,0
TCGA-AB-3011,0
TCGA-77-A5G1,0
TCGA-OR-A5LL,1
TCGA-CJ-4876,0
TCGA-X6-A7WB,1
TCGA-BL-A13J,1
TCGA-E2-A10B,0
TCGA-97-A4M1,0
TCGA-D8-A1XA,1
TCGA-E9-A5FL,1
TCGA-56-7582,0
TCGA-A8-A0A6,0
TCGA-56-A4ZK,0
TCGA-D5-6540,1
TCGA-L5-A43J,0
TCGA-AB-2943,0
TCGA-78-7149,0
TCGA-AQ-A04J,0
TCGA-27-2524,1
TCGA-37-3789,0
TCGA-27-1831,1
TCGA-BH-A0W4,1
TCGA-WZ-A7V4,0
TCGA-EJ-7314,1
TCGA-CV-6943,0
TCGA-FX-A3RE,1
TCGA-F6-A8O4,1
TCGA-AP-A5FX,0
TCGA-GD-A3OQ,0
TCGA-L5-A4OX,0
TCGA-BQ-5879,1
TCGA-EK-A2RM,1
TCGA-F5-6571,0
TCGA-37-A5EM,0
TCGA-DK-AA6L,1
TCGA-RD-A8N4,0
TCGA-B0-5084,0
TCGA-BP-4965,0
TCGA-EL-A3H2,1
TCGA-HR-A5NC,1
TCGA-S9-A7R1,1
TCGA-D8-A1X5,1
TCGA-DG-A2KK,0
TCGA-YU-A912,0
TCGA-66-2792,0
TCGA-12-5295,1
TCGA-24-2024,1
TCGA-DD-A3A2,1
TCGA-13-0924,0
TCGA-AB-2825,1
TCGA-AR-A2LO,0
TCGA-HC-7231,0
TCGA-SR-A6MP,1
TCGA-AA-3697,0
TCGA-BT-A3PJ,0
TCGA-B0-4707,0
TCGA-VP-AA1N,0
TCGA-85-7699,0
TCGA-A2-A4RW,0
TCGA-KK-A6E8,1
TCGA-RT-A6YC,1
TCGA-51-4081,0
TCGA-AZ-6606,1
TCGA-D8-A1XV,1
TCGA-D8-A13Y,1
TCGA-E8-A419,0
TCGA-CJ-6031,0
TCGA-B1-7332,1
TCGA-AR-A0TU,0
TCGA-EL-A3GS,1
TCGA-HC-7075,0
TCGA-MN-A4N1,1
TCGA-UT-A88C,0
TCGA-QR-A70P,1
TCGA-E2-A15P,1
TCGA-UU-A93S,1
TCGA-MH-A55Z,1
TCGA-EP-A26S,1
TCGA-MP-A4TC,0
TCGA-XU-A930,0
TCGA-BH-A0B8,1
TCGA-V5-A7RE,1
TCGA-C5-A1MI,0
TCGA-HT-8107,1
TCGA-23-1021,1
TCGA-F7-A620,0
TCGA-ER-A42K,1
TCGA-E9-A1RD,1
TCGA-BQ-7046,0
TCGA-XU-AAXX,0
TCGA-K4-A5RH,0
TCGA-HC-8262,1
TCGA-XV-A9W5,0
TCGA-IB-AAUM,0
TCGA-HT-7880,1
TCGA-V1-A8WW,1
TCGA-3A-A9IL,1
TCGA-W5-AA2U,0
TCGA-WB-A820,1
TCGA-NC-A5HM,0
TCGA-A2-A0ET,1
TCGA-WE-A8K4,0
TCGA-EE-A2GJ,0
TCGA-21-5783,1
TCGA-DJ-A3VD,0
TCGA-EM-A4FK,1
TCGA-60-2724,1
TCGA-CN-5373,0
TCGA-AB-2816,1
TCGA-DJ-A3V3,0
TCGA-2Y-A9H4,1
TCGA-BT-A0YX,0
TCGA-61-2101,1
TCGA-XF-A9SK,0
TCGA-FF-A7CQ,0
TCGA-E2-A15R,1
TCGA-A3-3325,0
TCGA-P3-A6SW,0
TCGA-AB-2868,0
TCGA-DM-A285,1
TCGA-85-7696,0
TCGA-2H-A9GI,0
TCGA-KK-A6E3,0
TCGA-10-0927,1
TCGA-UY-A9PH,0
TCGA-AJ-A8CW,0
TCGA-CV-7429,0
TCGA-DX-A7EO,1
TCGA-MK-A4N7,1
TCGA-CN-6994,0
TCGA-34-5928,0
TCGA-A2-A3KD,1
TCGA-UT-A88G,0
TCGA-2G-AAGG,0
TCGA-13-1487,1
TCGA-EJ-7792,0
TCGA-A6-6142,1
TCGA-AR-A2LE,0
TCGA-24-0968,0
TCGA-Y6-A9XI,1
TCGA-J8-A3NZ,0
TCGA-VQ-AA6J,0
TCGA-Z6-A8JD,0
TCGA-BA-A6D8,1
TCGA-CM-6171,1
TCGA-JW-A852,0
TCGA-KL-8335,1
TCGA-ZF-A9RC,1
TCGA-P5-A72W,1
TCGA-AJ-A3OJ,0
TCGA-HT-7884,1
TCGA-KO-8415,1
TCGA-RW-A680,1
TCGA-86-8054,0
TCGA-W5-AA2Q,1
TCGA-68-8250,0
TCGA-A3-3308,0
TCGA-AC-A6NO,1
TCGA-A8-A08J,1
TCGA-A2-A0CO,0
TCGA-66-2780,0
TCGA-NH-A50V,0
TCGA-BP-4349,0
TCGA-CG-4438,0
TCGA-DD-AAVR,0
TCGA-AN-A0FZ,1
TCGA-97-A4M5,0
TCGA-06-0132,1
TCGA-A2-A0YD,0
TCGA-DE-A0Y2,1
TCGA-BA-6869,0
TCGA-BR-4294,1
TCGA-CQ-5323,0
TCGA-EM-A4FO,0
TCGA-BR-6458,0
TCGA-EJ-A7NK,1
TCGA-EM-A3OB,1
TCGA-55-8505,1
TCGA-CG-5728,0
TCGA-Y8-A8S0,1
TCGA-B0-4827,0
TCGA-P3-A6T8,1
TCGA-CV-6934,0
TCGA-FD-A62P,0
TCGA-XM-AAZ3,0
TCGA-AF-A56L,1
TCGA-09-1674,1
TCGA-B0-5703,0
TCGA-X6-A7WA,1
TCGA-A2-A25F,0
TCGA-DK-AA74,0
TCGA-IB-8127,0
TCGA-BQ-5875,0
TCGA-EK-A2RA,0
TCGA-10-0936,0
TCGA-A8-A0A1,0
TCGA-DU-A6S8,1
TCGA-BC-A10Y,1
TCGA-S7-A7WO,1
TCGA-YY-A8LH,0
TCGA-BP-4969,0
TCGA-CV-5435,1
TCGA-DA-A1I4,1
TCGA-CQ-5332,0
TCGA-HU-A4H0,0
TCGA-44-A47B,0
TCGA-CH-5767,1
TCGA-DV-5568,0
TCGA-AB-2875,0
TCGA-CG-4469,0
TCGA-EL-A3N3,0
TCGA-EW-A1IZ,0
TCGA-A6-2675,0
TCGA-WB-A81P,1
TCGA-AB-2821,0
TCGA-2Y-A9GX,0
TCGA-KL-8331,1
TCGA-ZP-A9CY,1
TCGA-B6-A0IB,1
TCGA-CN-4726,1
TCGA-OR-A5K8,1
TCGA-A8-A08Z,0
TCGA-VR-AA7D,0
TCGA-V4-A9EK,1
TCGA-VQ-A91D,0
TCGA-BH-A208,0
TCGA-BH-A0DT,0
TCGA-66-2759,0
TCGA-DD-AADQ,1
TCGA-EK-A2RB,0
TCGA-EL-A3ZH,1
TCGA-LL-A7SZ,0
TCGA-XF-A9SX,0
TCGA-B1-A47O,0
TCGA-FG-A70Y,1
TCGA-E2-A15T,1
TCGA-P3-A6T6,1
TCGA-WB-A821,1
TCGA-AB-2963,1
TCGA-3C-AALI,0
TCGA-EV-5901,0
TCGA-IN-A7NR,0
TCGA-TM-A84R,1
TCGA-BH-A0BC,0
TCGA-HU-A4HD,0
TCGA-HW-A5KM,1
TCGA-EB-A82B,0
TCGA-HT-7477,1
TCGA-51-4079,0
TCGA-38-4628,1
TCGA-G4-6298,1
TCGA-AR-A0TV,0
TCGA-22-1016,0
TCGA-DJ-A3V5,0
TCGA-IB-A5SS,0
TCGA-B0-5707,0
TCGA-CQ-A4CI,1
TCGA-EJ-5495,0
TCGA-OR-A5KW,1
TCGA-05-4250,0
TCGA-CM-6163,0
TCGA-W5-AA38,1
TCGA-D3-A3C6,1
TCGA-FG-A87Q,1
TCGA-AB-2972,0
TCGA-E2-A154,1
TCGA-BP-4777,0
TCGA-AA-3675,1
TCGA-85-A4CN,0
TCGA-56-A5DS,0
TCGA-BQ-5884,0
TCGA-FG-A70Z,1
TCGA-BC-A69I,1
TCGA-BH-A0BA,0
TCGA-AB-2938,0
TCGA-B0-5694,0
TCGA-QH-A6XC,1
TCGA-DV-5575,0
TCGA-CG-4474,0
TCGA-FG-A4MU,1
TCGA-K1-A6RV,1
TCGA-EJ-7784,1
TCGA-HC-8256,1
TCGA-BH-A1FE,1
TCGA-MY-A5BE,0
TCGA-67-3774,0
TCGA-80-5608,0
TCGA-CN-6021,0
TCGA-DB-A4XB,1
TCGA-13-0726,1
TCGA-FD-A43X,1
TCGA-DU-6394,1
TCGA-57-1583,1
TCGA-C5-A1BE,0
TCGA-13-0908,0
TCGA-EE-A2ME,0
TCGA-CW-5591,0
TCGA-ZJ-AAXT,0
TCGA-FP-7998,0
TCGA-EB-A5SG,0
TCGA-K4-A3WS,0
TCGA-WY-A85D,1
TCGA-IG-A4QS,0
TCGA-25-1329,1
TCGA-FG-7641,1
TCGA-A6-6650,1
TCGA-GM-A4E0,0
TCGA-CV-7235,0
TCGA-EL-A3CZ,1
TCGA-AO-A124,1
TCGA-S3-A6ZF,0
TCGA-G2-AA3D,1
TCGA-CH-5790,1
TCGA-OR-A5J9,1
TCGA-AM-5820,1
TCGA-A8-A09D,0
TCGA-60-2707,0
TCGA-GU-AATQ,1
TCGA-CZ-5988,1
TCGA-05-4389,0
TCGA-22-1012,0
TCGA-77-7338,0
TCGA-EE-A29W,1
TCGA-N5-A4RU,1
TCGA-AN-A0XO,1
TCGA-2Y-A9GW,0
TCGA-AA-3663,1
TCGA-ZG-A8QX,1
TCGA-DD-A4NQ,1
TCGA-KK-A8IB,0
TCGA-SI-AA8C,0
TCGA-IA-A83V,0
TCGA-IB-7886,0
TCGA-24-1555,1
TCGA-CV-6959,0
TCGA-QR-A7IP,1
TCGA-BR-8679,1
TCGA-AF-5654,0
TCGA-XE-AAO6,0
TCGA-13-0916,0
TCGA-ZU-A8S4,1
TCGA-AX-A2HH,1
TCGA-BP-4797,0
TCGA-A2-A0D1,1
TCGA-R6-A6DQ,0
TCGA-94-7943,0
TCGA-AB-2965,0
TCGA-OR-A5L8,1
TCGA-HC-8259,1
TCGA-AJ-A3IA,0
TCGA-N8-A4PM,1
TCGA-J4-A83L,1
TCGA-OR-A5J6,1
TCGA-AO-A0J3,1
TCGA-G9-6354,1
TCGA-KB-A6F7,0
TCGA-29-1781,0
TCGA-CG-4304,0
TCGA-EE-A29C,1
TCGA-KK-A8I6,1
TCGA-XJ-A83F,1
TCGA-A2-A0ST,0
TCGA-KN-8431,1
TCGA-ER-A197,0
TCGA-BF-A9VF,1
TCGA-DX-A8BL,0
TCGA-HZ-7925,0
TCGA-DD-AAW3,1
TCGA-B0-4693,0
TCGA-CS-4941,1
TCGA-IZ-A6M8,1
TCGA-25-1312,1
TCGA-A6-6654,0
TCGA-C9-A480,0
TCGA-DD-AACN,0
TCGA-VQ-A925,0
TCGA-FG-6689,1
TCGA-A2-A25A,0
TCGA-13-1482,1
TCGA-CH-5794,1
TCGA-IB-A6UF,1
TCGA-CK-5912,1
TCGA-DK-A3WW,0
TCGA-DB-5277,1
TCGA-2H-A9GQ,1
TCGA-ZN-A9VV,1
TCGA-GL-A59R,1
TCGA-13-0906,0
TCGA-EL-A3MX,1
TCGA-63-A5MG,0
TCGA-G9-7525,1
TCGA-77-8133,0
TCGA-2G-AAGK,0
TCGA-28-5204,1
TCGA-43-7657,1
TCGA-BR-7717,0
TCGA-IC-A6RE,0
